id,name,symbol,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,mineable,exchange,payments
1,Bitcoin,BTC,9431,2013-04-28 0:00:00,2.10E+07,19041375,19041375,1,29758.35532,33050126432,16.9329,-1.11925016,-1.33688771,-9.71992518,-26.39118788,-27.35857161,-32.66720536,5.67E+11,44.387,6.25E+11,Yes,No,No
1027,Ethereum,ETH,5715,2015-08-07 0:00:00,-1.00E+05,120800742.6,120800742.6,2,2015.402679,20005339261,41.6235,-1.46387163,-2.58214902,-16.01911485,-33.67710395,-28.11097724,-35.11523602,2.43E+11,19.058,2.43E+11,Yes,No,No
825,Tether,USDT,33404,2015-02-25 0:00:00,-1.00E+05,75752120651,79713622671,3,0.999072793,62815377734,10.8443,0.00717129,0.00531811,-0.0919902,-0.11774563,-0.13237996,-0.14339447,75681882724,5.9243,79639711610,No,No,Yes
3408,USD Coin,USDC,3978,2018-10-08 0:00:00,-1.00E+05,51002906718,51002906718,4,0.999812388,6456376506,27.4036,-0.06923264,-0.04835565,0.03524228,0.04125619,-0.00305729,-0.02917071,50993337983,3.9917,50993337983,No,Yes,No
1839,BNB,BNB,848,2017-07-25 0:00:00,165116760,163276974.6,163276974.6,5,297.0113509,1734215569,2.0641,-1.57199529,-1.10532376,-10.40013281,-28.45273254,-23.93411936,-30.74394665,48495114806,3.7991,49041551944,No,Yes,Yes
52,XRP,XRP,721,2013-08-04 0:00:00,1.00E+11,48343101197,99989535142,6,0.416470828,1742870711,7.7975,-1.42418103,-2.95732608,-22.27725638,-46.43812985,-47.51725263,-49.82558922,20133491375,1.5789,41647082782,No,Yes,No
2010,Cardano,ADA,440,2017-10-01 0:00:00,4.50E+10,33820262544,34277702082,7,0.562727026,1342179189,31.1597,-2.30040564,2.05750581,-14.87223399,-40.94081849,-33.59771956,-48.05410995,19031575776,1.4898,25322716191,Yes,No,No
5426,Solana,SOL,310,2020-04-10 0:00:00,-1.00E+05,337461239.1,511616946.1,8,53.96528935,2107736191,19.8608,-1.39969585,2.18656567,-24.30147184,-47.19166265,-39.35771672,-46.90375939,18211193413,1.4256,27609556535,No,No,No
4687,Binance USD,BUSD,3699,2019-09-20 0:00:00,-1.00E+05,17735417590,17735417590,9,1.000841979,8072423022,-13.3814,-0.0062448,-0.02006039,0.07863143,-0.03026844,0.05207098,0.05316384,17750350433,1.3895,17750350433,No,No,No
74,Dogecoin,DOGE,473,2013-12-15 0:00:00,-1.00E+05,1.33E+11,1.33E+11,10,0.087364264,633647797.6,-13.2651,-1.22072541,-1.93037783,-25.73259135,-39.52075504,-25.50496558,-41.63168116,11590683657,0.909,11590683657,Yes,Yes,Yes
6636,Polkadot,DOT,342,2020-08-19 0:00:00,-1.00E+05,987579315,1103303471,11,10.80597127,966594383.7,-16.5509,-2.33718044,-1.09891305,-9.02543373,-41.38503366,-42.84663246,-45.19185103,10671753707,0.8354,11922265617,No,No,No
5805,Avalanche,AVAX,249,2020-07-13 0:00:00,-1.00E+05,269110252.3,395891289.9,12,33.00876161,893123585.8,21.9622,-2.10130112,-3.42988442,-32.41629533,-57.40182612,-59.19101767,-62.42596524,8882996166,0.6958,13067881213,No,No,No
3717,Wrapped Bitcoin,WBTC,431,2019-01-30 0:00:00,-1.00E+05,284603.93,284603.93,13,29794.952,334244887,32.3904,-0.78338366,-1.15188397,-9.47006169,-26.26780634,-27.35507699,-32.56410632,8479760435,0.6638,8479760435,No,Yes,No
1958,TRON,TRX,601,2017-09-13 0:00:00,-1.00E+05,97972107886,97972114838,14,0.069012051,926005390.2,-0.0794,-0.71846542,-0.58719555,-10.84317957,11.43898255,13.27693022,4.31181196,6761256062,0.5297,6761256542,No,No,Yes
5994,Shiba Inu,SHIB,347,2020-08-01 0:00:00,-1.00E+05,5.49E+14,5.90E+14,15,1.21E-05,480712720.5,-16.4593,-1.40187812,-2.20875365,-27.04121358,-53.03066205,-46.25200653,-61.22000539,6642586864,0.5204,7134635145,No,No,No
4943,Dai,DAI,962,2019-11-22 0:00:00,-1.00E+05,6431023493,6431023493,16,0.999788969,583003078.6,-5.0746,-0.15003162,-0.02760863,0.02315592,0.02163577,-0.0127817,-0.0165193,6429666349,0.5033,6429666349,No,No,No
3890,Polygon,MATIC,385,2019-04-28 0:00:00,1.00E+10,7948866567,1.00E+10,17,0.680555595,667658160.8,10.5878,-1.32639989,-0.36519751,-23.66860156,-51.32822213,-53.95780395,-62.11072671,5409645614,0.4238,6805555948,No,No,No
3635,Cronos,CRO,135,2018-12-14 0:00:00,30263013692,25263013692,30263013692,18,0.188837892,43730624.87,-32.1369,-1.39193507,-1.89160186,-19.29468306,-53.98059716,-53.4889015,-61.58551665,4770614257,0.3734,5714803718,No,Yes,Yes
2,Litecoin,LTC,771,2013-04-28 0:00:00,8.40E+07,70296518.78,8.40E+07,19,67.08523961,746951296.7,-4.5522,-0.98362841,-2.03487363,-23.57067068,-40.45819195,-39.16182741,-48.84897351,4715858806,0.3694,5635160127,Yes,Yes,No
3957,UNUS SED LEO,LEO,19,2019-05-21 0:00:00,-1.00E+05,953954130,985239504,20,4.940649864,6705014.86,-4.9142,-0.57038996,-0.6957706,-6.36619963,-15.52900981,-20.5086487,-19.43549739,4713153342,0.3692,4867723421,No,Yes,Yes
6535,NEAR Protocol,NEAR,141,2020-08-11 0:00:00,1.00E+09,689284642,1.00E+09,21,6.638220096,635361866,3.4671,-2.11027443,-1.19407304,-39.98584506,-58.52577023,-40.26078531,-40.39318192,4575623162,0.3584,6638220096,No,No,No
4195,FTX Token,FTT,123,2019-07-31 0:00:00,352170015,136538847.8,332408183.9,22,31.88032943,77143899.03,36.4741,-0.75054631,0.65060495,-1.70485465,-25.51869905,-26.13407364,-31.51704026,4352903449,0.3407,11227296094,No,Yes,No
1831,Bitcoin Cash,BCH,594,2017-07-23 0:00:00,2.10E+07,19064800,19064800,23,200.8424517,3333943146,-8.91,-1.15470811,-3.33591794,-18.44763285,-41.85956487,-32.59837123,-40.50774098,3829021173,0.2997,4217691485,Yes,Yes,Yes
7083,Uniswap,UNI,366,2020-09-17 0:00:00,1.00E+09,718722993.8,1.00E+09,24,5.047929835,199275279.8,-21.2219,-1.89826501,-4.16006074,-24.13268329,-48.02842477,-45.59944589,-54.19291749,3628063243,0.2842,5047929835,No,Yes,No
512,Stellar,XLM,422,2014-08-05 0:00:00,50001806812,24814034155,50001787814,25,0.139328573,190365167.2,-14.9256,0.18606278,0.35523439,-9.17628714,-32.448242,-25.91460291,-36.09934939,3457303974,0.2708,6966680400,No,Yes,No
1975,Chainlink,LINK,643,2017-09-20 0:00:00,1.00E+09,467009549.5,1.00E+09,26,7.351604733,483864866.5,17.5675,-1.85130228,-1.75733671,-20.62392537,-47.98853544,-49.8467078,-56.31641519,3433269614,0.2688,7351604733,No,No,No
3794,Cosmos,ATOM,277,2019-03-14 0:00:00,-1.00E+05,286370297,0,27,11.33754363,490049662.2,58.7324,-3.97346927,1.33992245,-22.39638456,-53.30722313,-60.38755353,-60.19336236,3246735736,0.2542,0,No,No,No
328,Monero,XMR,178,2014-05-21 0:00:00,-1.00E+05,18121862.28,18121862.28,28,171.287266,194395698.2,1.0474,-1.01023591,5.4609317,-14.43598561,-25.60970329,-9.43251131,-4.73185157,3104044244,0.2432,3104044244,Yes,Yes,No
4030,Algorand,ALGO,214,2019-06-20 0:00:00,1.00E+10,6811777761,7219685536,29,0.451188721,1.07E+15,810701605.6,-1.2212161,-1.96816105,-31.40025235,-38.99829691,-38.46569132,-52.02027313,3073397296,0.2408,4511887210,No,No,No
4558,Flow,FLOW,68,2021-01-27 0:00:00,-1.00E+05,1036200000,1373338337,30,2.821417935,49117074.75,-3.2406,-2.23941667,-3.28136182,-27.01427964,-51.60021291,-49.68226094,-60.84765983,2923553265,0.2289,3874761415,No,No,No
1321,Ethereum Classic,ETC,306,2016-07-24 0:00:00,210700000,134794759.9,210700000,31,20.67933827,457349026.6,-5.3203,-1.79622804,-1.48244035,-18.21964916,-45.75406398,-24.04787166,-36.68219646,2787466437,0.2184,4357136574,Yes,No,No
18876,ApeCoin,APE,140,2022-03-17 12:26:36,1.00E+09,284843750,1.00E+09,32,8.111622416,776703401.1,-21.0974,-2.21898135,-4.11461711,-24.60931842,-32.7346143,25.11476247,710.8406254,2310544948,0.1809,8111622416,No,No,No
1966,Decentraland,MANA,268,2017-09-17 0:00:00,-1.00E+05,1844089505,2193668027,33,1.199452036,631220172.3,-44.3515,-1.57852288,-2.89610027,-1.00819135,-44.06344498,-50.82912245,-60.6159,2211896911,0.1733,2631199581,No,No,Yes
4642,Hedera,HBAR,99,2019-09-17 0:00:00,5.00E+10,20741406793,5.00E+10,34,0.101094528,42668190.22,18.8485,-0.94245978,-0.77526008,-15.61871173,-49.54443628,-51.28230021,-60.40678562,2096842736,0.1641,5054726415,No,No,Yes
8916,Internet Computer,ICP,113,2021-03-23 0:00:00,-1.00E+05,233263948.9,481574793.6,35,8.494623424,110387433.8,-16.3224,-1.66727508,0.52192572,-23.43528972,-49.71563256,-49.71397283,-60.17431253,1981489404,0.1551,4090796522,No,No,No
6892,Elrond,EGLD,96,2020-09-04 0:00:00,31415926,21939979.42,23016298,36,90.09545063,78638409.8,29.1615,-1.79861524,-3.14346364,-16.90810441,-41.5160829,-43.51445078,-53.74431015,1976692333,0.1548,2830432010,No,No,No
3077,VeChain,VET,183,2017-08-22 0:00:00,86712634466,64315576989,86712634466,37,0.030677182,198705117.5,-1.9761,-1.77929521,-3.0695005,-26.40457067,-50.00403564,-37.65119589,-48.42042602,1973020653,0.1544,2660099258,No,No,No
2280,Filecoin,FIL,202,2017-12-13 0:00:00,-1.00E+05,205465624,205465624,38,8.409422503,296267561.6,-0.1447,-1.65146661,-4.20306665,-31.12366475,-55.84796374,-52.00116991,-61.09733789,1727847242,0.1353,1727847242,Yes,No,No
6210,The Sandbox,SAND,214,2020-08-05 0:00:00,3.00E+09,1227539778,3.00E+09,39,1.315077705,421149352.4,-26.9004,-1.71837096,-2.73536672,-29.5378806,-53.31884265,-58.77303002,-68.71658826,1614310194,0.1264,3945233114,No,No,No
2011,Tezos,XTZ,213,2017-10-06 0:00:00,-1.00E+05,894827771.7,916396446.4,40,1.775101592,59403219.96,-3.6394,-0.68943362,-4.33209134,-22.41989195,-44.80478338,-43.30810997,-56.98572448,1588410202,0.1244,1626696791,No,No,No
1437,Zcash,ZEC,250,2016-10-29 0:00:00,2.10E+07,14395331.25,14395331.25,41,105.6055146,160835410.5,-19.2341,-2.50536404,-0.76635161,1.03846511,-27.19582261,-31.52764401,-17.37361493,1520226364,0.119,2217715806,Yes,Yes,No
1518,Maker,MKR,252,2017-01-29 0:00:00,1005577,977631.037,977631.037,42,1520.930906,190013882.6,-19.4106,-2.2971347,-3.73666328,34.68167228,-19.81656554,-24.73436746,-24.66602143,1486909259,0.1165,1529413138,No,No,No
2087,KuCoin Token,KCS,38,2017-10-24 0:00:00,170118638,98379860.95,145879861,43,13.73260741,9509916.477,-21.3929,-2.3884955,0.2116756,-6.41210604,-31.50773767,-24.65866416,-32.25243461,1351012007,0.106,2336172468,No,Yes,No
2416,Theta Network,THETA,114,2018-01-17 0:00:00,1.00E+09,1.00E+09,1.00E+09,44,1.343589621,112738798.7,7.8115,-1.37338719,-4.16341413,-29.1791472,-55.51067042,-53.50515964,-64.69474507,1343589621,0.1052,1343589621,No,No,No
7186,PancakeSwap,CAKE,248,2020-09-25 0:00:00,7.50E+08,294776502.5,294776502.5,45,4.501805229,101001296.1,-0.3102,-0.84123326,1.90934695,-29.03030547,-44.99999243,-35.62060799,-45.8211933,1327026400,0.1039,3376353922,No,Yes,No
1765,EOS,EOS,441,2017-07-01 0:00:00,-1.00E+05,989601415.8,1054825121,46,1.316164195,358283447.7,8.9759,-1.18101231,-2.0752303,-29.24041735,-47.33985141,-36.72061115,-46.60096774,1302477951,0.102,1388323056,No,Yes,No
6783,Axie Infinity,AXS,214,2020-08-31 0:00:00,2.70E+08,60907500,2.70E+08,47,21.15084184,407276039.6,14.2662,-1.50823841,-0.13064011,-27.66367602,-55.6747145,-58.11098838,-64.96551881,1288244900,0.1008,5710727297,No,No,No
7129,TerraUSD,UST,571,2020-09-21 0:00:00,-1.00E+05,11278960486,11278960486,48,0.111544457,351087778.8,2.3621,-13.50270857,-40.71320724,-88.77744434,-88.86686469,-88.87005385,-88.84958518,1258105519,0.0985,1258105519,No,No,No
6719,The Graph,GRT,203,2020-12-17 0:00:00,10057044431,6.90E+09,1.00E+10,49,0.178274014,142403363.8,-43.1323,-2.18744708,-7.57232691,-35.4303327,-51.19507488,-56.36566484,-62.37267334,1230090695,0.0964,1792909678,No,No,No
2563,TrueUSD,TUSD,259,2018-03-06 0:00:00,-1.00E+05,1222952534,1222952534,50,1.000166325,130916918.3,9.8738,-0.02594048,-0.07346428,0.02149018,0.02953354,0.03326021,0.05875668,1223155941,0.0957,1223155941,No,No,No
7278,Aave,AAVE,330,2020-10-02 0:00:00,1.60E+07,13716033.53,1.60E+07,51,83.10657477,165813456.9,30.8211,-1.78576263,-5.57567007,-28.4068545,-52.10517832,-43.02913676,-49.66198412,1139892566,0.0893,1329705196,No,No,No
4256,Klaytn,KLAY,104,2020-03-30 0:00:00,-1.00E+05,2818545256,10782297981,52,0.394125777,65184880.58,-24.6637,-0.45122442,-0.20423265,-31.67625737,-60.49015072,-64.0517931,-69.43617763,1110861340,0.087,4249581574,No,No,No
4157,THORChain,RUNE,88,2019-07-23 0:00:00,5.00E+08,330688061.3,334937974.9,53,3.310396889,148524114,24.5986,-1.64558274,-2.21447668,-36.97267497,-58.86276137,-59.15994258,-25.1054564,1094708730,0.0859,1655198445,No,Yes,No
2502,Huobi Token,HT,108,2018-02-03 0:00:00,5.00E+08,154771858.3,5.00E+08,54,6.951629966,25265414.09,-6.3393,-1.3431853,-2.55940388,-16.72446632,-26.21332094,-22.94586181,-30.17235781,1075916688,0.0843,3475814983,No,Yes,Yes
5665,Helium,HNT,48,2020-06-05 0:00:00,2.23E+08,117836633.4,2.23E+08,55,8.883962616,26121721.17,-7.1862,-1.70614062,-5.97061669,-29.8266193,-56.80820295,-60.97504624,-67.53382578,1046856246,0.082,1981123663,Yes,No,No
16086,BitTorrent-New,BTT,64,2019-01-31 0:00:00,-1.00E+05,9.29E+14,9.90E+14,56,1.11E-06,71769783.51,17.3797,-0.21375594,-0.65296187,-27.37767168,-43.64383869,-39.09405657,-49.92149777,1030323013,0.0807,1097650971,No,No,No
3602,Bitcoin SV,BSV,173,2018-11-09 0:00:00,2.10E+07,19060614.14,19060614.14,57,53.48189377,145172257.9,-14.6303,-1.41324483,1.64643089,-19.33170841,-37.70050497,-31.41416285,-44.50685851,1019397741,0.0798,1123119769,Yes,Yes,No
1720,IOTA,MIOTA,76,2017-06-13 0:00:00,2779530283,2779530283,2779530283,58,0.349276889,34108872.67,-17.7621,-1.27262849,-3.19254686,-18.36060648,-48.08037957,-51.63612147,-60.36777231,970825688.8,0.076,970825688.8,No,Yes,No
3330,Pax Dollar,USDP,53,2018-09-27 0:00:00,-1.00E+05,945642940.1,945642940.1,59,1.00131149,17473546.28,84.0474,-0.15407175,-0.10438909,0.20430323,0.1435585,-0.19848576,0.31964648,946883141,0.0741,946883141,No,No,No
10791,eCash,XEC,49,2021-07-08 0:00:00,2.10E+13,1.91E+13,1.89E+13,60,4.76E-05,25847618.04,116.9116,-1.25410349,13.46065789,-26.61926093,-48.94441696,-39.49921119,-44.2220678,906419279,0.071,998650034.6,No,No,No
3513,Fantom,FTM,309,2018-10-29 0:00:00,3.18E+09,2545006273,2545006273,61,0.351136463,423789999.5,-7.9563,-1.46568501,-2.55759479,-43.1052948,-69.81605937,-71.66383277,-82.80253575,893644501.9,0.07,1114858271,No,No,No
3155,Quant,QNT,93,2018-08-10 0:00:00,14612493,12072738,14612493.08,62,71.49709148,52222394.2,-9.5238,-2.66765132,0.34417813,-9.75056142,-36.24831482,-37.94638496,-45.92374326,863165653.2,0.0676,1044750749,No,No,No
18069,STEPN,GMT,91,2022-03-09 12:47:15,6.00E+09,6.00E+08,6.00E+09,63,1.437847307,911775981.8,-28.2654,-2.01316023,-2.06514056,-36.89563594,-39.76640314,121.5152509,836.3572285,862708384.1,0.0676,8627083841,No,No,No
5068,Neutrino USD,USDN,44,2020-01-30 0:00:00,-1.00E+05,890298326.1,890298925,64,0.954918029,48337771.63,68.788,-0.49955363,-0.46098615,-2.79376912,-3.21533744,-3.93488445,-3.62212672,850161922.9,0.0665,850162494.7,No,No,No
2694,Nexo,NEXO,73,2018-05-01 0:00:00,1.00E+09,560000011,1.00E+09,65,1.371657406,12746865.45,54.0914,-0.69826877,1.86912185,-23.22622847,-42.75372439,-37.01422251,-35.59767374,768128162.6,0.0602,1371657406,No,No,Yes
3897,OKB,OKB,67,2019-04-30 0:00:00,-1.00E+05,6.00E+07,3.00E+08,66,12.34856106,32616469.03,-4.592,-0.70596394,-2.46196083,-18.26397307,-40.53366655,-37.31866509,-42.25679184,740913663.5,0.058,3704568318,No,Yes,No
4847,Stacks,STX,50,2019-10-28 0:00:00,1.82E+09,1313747464,1352464600,67,0.562194351,14139159.04,-29.5855,-1.39064978,-3.52255228,-22.62582148,-52.19997545,-55.09219973,-63.12829154,738581403.4,0.0579,1022069331,Yes,No,No
1376,Neo,NEO,245,2016-09-08 0:00:00,1.00E+08,70538831,1.00E+08,68,10.23747766,73044253.25,8.0944,-0.7768887,-3.46391203,-31.27241629,-52.56113933,-50.98606899,-54.46226127,722139706.6,0.0565,1023747766,No,No,No
5034,Kusama,KSM,131,2019-12-12 0:00:00,-1.00E+05,8470098.057,9651217.451,69,84.05786377,172015818.7,124.1782,0.81838268,13.93744019,-19.1945895,-51.88852344,-37.0855042,-51.78077568,711978348.6,0.0557,811260721.7,No,No,No
1274,Waves,WAVES,176,2016-06-02 0:00:00,-1.00E+05,108278032,108278032,70,6.529404977,292153297.3,-9.2925,-1.82685039,-4.64471507,-53.03163538,-70.26325666,-76.55558511,-36.03239422,706991121,0.0554,706991121,No,No,No
4066,Chiliz,CHZ,241,2019-07-01 0:00:00,8888888888,6000378917,8888888888,71,0.113608885,88229338.76,15.236,-2.35914451,-3.20834182,-24.0805807,-51.7030933,-43.25301563,-47.06474173,681696357.9,0.0534,1009856755,No,No,Yes
9903,Convex Finance,CVX,110,2021-05-18 0:00:00,1.00E+08,61289197.37,90033551.6,72,10.85734839,7728102.042,-46.8126,-2.07110969,-5.37396938,-46.7652014,-61.64040357,-42.14740056,-61.40981694,665438168.3,0.0521,1085734839,No,No,No
2469,Zilliqa,ZIL,189,2018-01-25 0:00:00,2.10E+10,12788790253,16080257406,73,0.04989784,212685261.1,3.0024,-1.24754054,-2.51566975,-31.52640997,-55.5269518,19.14599157,-0.67528554,638133005.9,0.05,1047854634,Yes,No,Yes
2130,Enjin Coin,ENJ,244,2017-11-01 0:00:00,1.00E+09,889481955.6,1.00E+09,74,0.710205331,104920118.9,-23.3372,-1.41129335,-1.62373149,-17.745126,-52.87424135,-49.7579323,-61.8702282,631714827.1,0.0495,710205331.5,No,No,No
1934,Loopring,LRC,202,2017-08-30 0:00:00,1374513896,1330082009,1373873439,75,0.471636159,93957502.89,10.4013,-1.6373054,-1.32848969,-23.13435583,-47.16380559,-33.99049367,-51.39359073,627314770.5,0.0491,648270455.1,No,Yes,No
5567,Celo,CELO,110,2020-05-22 0:00:00,1.00E+09,439191694,1.00E+09,76,1.426592532,58926122.86,9.7074,-1.6819252,-5.89686625,-35.07575666,-55.15107519,-52.18234349,-53.9868665,626547590.9,0.0491,1426592532,No,No,Yes
6538,Curve DAO Token,CRV,276,2020-08-14 0:00:00,3303030299,460273639.2,1747125518,77,1.346964612,109241085.2,-10.7399,-1.82174664,-5.24123137,-36.63129427,-39.67483691,-36.68948525,-56.14222107,619972303.8,0.0485,4449064925,No,Yes,No
131,Dash,DASH,337,2014-02-14 0:00:00,18900000,10726126.73,10726126.73,78,57.20472023,160375266.7,8.0167,-1.75083699,-6.35902138,-26.68229785,-46.89956629,-41.47180238,-46.86850442,613585078.8,0.048,1081169212,Yes,Yes,No
7080,Gala,GALA,150,2020-09-16 0:00:00,-1.00E+05,6977205436,35240112493,79,0.087283279,427951000.5,-15.4174,-2.30121073,-5.59089011,-29.09096986,-56.90230009,-61.82384159,-74.04573516,608993366.6,0.0477,3075872560,No,No,No
4705,PAX Gold,PAXG,68,2019-09-26 0:00:00,-1.00E+05,328823.72,328823.72,80,1805.69142,25791115.06,37.881,-0.06864534,-0.25357813,-3.16249241,-8.75682283,-7.32365459,-2.47210558,593754169.9,0.0465,593754169.9,No,No,No
1697,Basic Attention Token,BAT,304,2017-06-01 0:00:00,1.50E+09,1498036246,1.50E+09,81,0.394082225,72184221.36,21.6642,-1.07565756,-3.5992492,-20.90185221,-47.44507572,-54.1124485,-53.08805706,590349456.5,0.0462,591123337.1,No,No,Yes
1659,Gnosis,GNO,68,2017-05-01 0:00:00,1.00E+07,2579588,3.00E+06,82,225.9819197,4202477.606,-6.3131,-0.75760339,-2.13548079,-13.53440219,-35.04558593,-25.8562356,-39.15173489,582940248.4,0.0456,2259819197,No,Yes,No
3945,Harmony,ONE,90,2019-06-01 0:00:00,-1.00E+05,12065802555,13458199555,83,0.047808383,57783821.48,16.0365,-1.93540524,-3.18671464,-28.94861952,-60.86809131,-63.78230137,-75.42706569,576846513.3,0.0452,643414762.7,No,No,No
2634,XDC Network,XDC,57,2018-04-12 0:00:00,-1.00E+05,12305012699,37705012699,84,0.046485422,11856711.1,-3.4689,-0.97567715,-4.07116047,-24.10010513,-14.94419482,-10.80384843,-19.85802551,572003707.3,0.0448,1752733425,No,No,No
6945,Amp,AMP,77,2020-09-08 0:00:00,92547638199,42227702186,99213408535,85,0.01325317,13158154.68,-10.5323,-0.81625032,-1.20018743,-20.4626527,-41.73731524,-47.40110746,-56.49777429,559650935.6,0.0438,1226549626,No,No,No
5632,Arweave,AR,55,2020-05-27 0:00:00,6.60E+07,33394701,63190435,86,16.67582613,99632555.01,34.1492,-3.94423415,-5.5820883,-10.14125692,-44.5618471,-49.49244025,-51.84481663,556884227.6,0.0436,1100604525,No,No,No
5647,Kadena,KDA,28,2020-05-31 0:00:00,1.00E+09,184053151.1,1.00E+09,87,2.901547672,86561481.76,-18.0766,-0.57432775,0.59827851,-3.01195577,-47.8094111,-53.04202686,-65.25434698,534038992,0.0418,2901547672,Yes,No,No
8646,Mina,MINA,60,2021-03-02 0:00:00,-1.00E+05,503928693.8,824104972,88,1.05354861,40578249.16,-4.3756,-3.29004172,-0.73720619,-31.1385411,-56.20884241,-40.89356246,-62.00492668,530913375,0.0416,868234647.9,No,No,No
873,NEM,XEM,122,2015-04-01 0:00:00,8999999999,8999999999,8999999999,89,0.058942352,30469036.87,67.2799,-1.66522449,5.7144424,-17.89352254,-41.72481023,-40.04749183,-46.88454972,530481169.4,0.0415,530481169.4,No,Yes,Yes
1168,Decred,DCR,57,2016-02-10 0:00:00,2.10E+07,14021880.3,14021880.3,90,37.67808412,6913640.192,13.328,-0.38077408,2.66077534,-19.18774623,-33.03638097,-31.46706388,-45.18581406,528317585.4,0.0414,791239766.5,Yes,Yes,No
5692,Compound,COMP,263,2020-06-16 0:00:00,1.00E+07,7115201.247,1.00E+07,91,67.60191152,53331318.81,-2.2416,-2.11781436,-5.26216629,-25.47731779,-52.58377363,-41.47312884,-48.91978715,481001205.2,0.0377,676019115.2,No,No,No
4846,Kava,KAVA,80,2019-10-25 0:00:00,-1.00E+05,192398732,173657543,92,2.358583526,62634471.48,5.3004,-2.03642811,3.74003207,-24.17766778,-43.62439933,-27.27457411,-31.09811642,453788479.8,0.0355,409585820.1,No,No,No
2682,Holo,HOT,114,2018-04-29 0:00:00,-1.00E+05,1.73E+11,1.78E+11,93,0.002607356,38845232.68,8.447,-1.44972802,-3.23458204,-27.92540691,-48.31376713,-37.11205243,-48.64905059,451868877.7,0.0354,463117066.1,No,No,No
8000,Lido DAO,LDO,62,2020-12-15 0:00:00,1.00E+09,312951154,1.00E+09,94,1.366369517,11810393.3,-1.4754,-0.95949741,-3.16372198,-42.32795482,-54.35575635,-54.80798017,-15.45676607,427606917.2,0.0335,1366369517,No,No,No
4269,GateToken,GT,23,2019-08-20 0:00:00,-1.00E+05,78332485.81,3.00E+08,95,5.386364282,12745381.79,2.4979,-0.73988034,-2.45308056,-10.51490913,-16.83674992,-15.16546217,-21.73513618,421927303.7,0.033,1615909285,No,Yes,No
8642,Fei USD,FEI,51,2021-03-02 0:00:00,-1.00E+05,424996177.8,426116732.7,96,0.985401044,15433603.92,100.345,-0.22262359,-0.47517004,0.05204754,-0.65583539,-1.29901585,-1.31978677,418791677.3,0.0328,419895873.3,No,No,No
1684,Qtum,QTUM,186,2017-05-24 0:00:00,107822406,104165674,103944501,97,4.004192677,77973325.49,18.7155,-1.16608191,-1.09734128,-16.93823596,-41.77472321,-33.40927238,-44.0856021,417099429,0.0327,431741688.5,No,No,No
1727,Bancor,BNT,310,2017-06-18 0:00:00,-1.00E+05,281621304.7,281621304.7,98,1.420379605,18391520.26,9.4428,-1.42065088,-1.46776028,-16.68418456,-38.260213,-38.69590611,-46.44520437,400009157.5,0.0313,400009157.5,No,Yes,Yes
8104,1inch Network,1INCH,229,2020-12-25 0:00:00,-1.00E+05,415075170.9,1.50E+09,99,0.931406449,61157449.97,-18.6023,-0.46627006,0.07426251,-28.16414329,-38.35649643,-37.90708692,-47.22666338,386603691.2,0.0303,1397109674,No,Yes,No
8677,Symbol,XYM,38,2021-03-03 0:00:00,8999999999,5582460005,7967988930,100,0.068331316,3436028.436,21.2155,-0.5007637,-2.92535125,-10.73698131,-41.44758361,-49.07373741,-61.11731301,381456836.9,0.0299,614981841.2,No,No,No
3822,Theta Fuel,TFUEL,41,2019-03-28 0:00:00,-1.00E+05,5301214400,5301214400,101,0.069049988,36452779.76,24.8616,-0.96469291,-2.43468669,-31.58573107,-58.5041152,-57.61389992,-67.10126547,366048790.9,0.0287,366048790.9,No,No,Yes
5864,yearn.finance,YFI,273,2020-07-18 0:00:00,36666,36637.72123,36666,102,9901.280054,75882012.19,9.2195,-1.36200196,-2.36001326,-33.40301108,-48.05372929,-48.51956597,-58.57361032,362760338.4,0.0284,363040334.5,No,No,No
6836,Moonbeam,GLMR,38,2022-01-11 12:55:50,1.00E+09,271882590,1017949520,103,1.291842504,35984062.25,3.7569,-1.88036904,3.27587531,-33.57822609,-69.10839682,-47.06811463,-75.15783448,351229485.7,0.0275,1291842504,No,No,No
3640,Livepeer,LPT,73,2018-12-19 0:00:00,22906951,23814639.15,25508996.15,104,14.51690258,14039609.23,-27.2925,-1.05977082,-2.73219176,-25.15925962,-37.37879713,-39.97931438,-48.04996419,345714796.6,0.0271,332537976.1,No,No,No
1808,OMG Network,OMG,284,2017-07-14 0:00:00,140245399,140245398.2,140245398.2,105,2.461429083,73658976.35,15.9385,-1.41590189,-2.90835804,-25.38143379,-48.23855052,-40.52006737,-49.64858449,345204102,0.027,345204103.9,No,Yes,Yes
2099,ICON,ICX,82,2017-10-27 0:00:00,-1.00E+05,919483096,926210351,106,0.37286558,14658302.59,6.6483,-2.28133991,-3.9661584,-37.889526,-51.79581424,-49.95813429,-51.69179263,342843597.5,0.0269,345351959.3,No,No,No
1896,0x,ZRX,242,2017-08-16 0:00:00,1.00E+09,847496054.8,1.00E+09,107,0.399643323,49818336.67,-16.102,-1.81456544,-5.15369994,-28.10077656,-44.99837387,-23.17739645,-35.39875374,338696139.8,0.0265,399643323.3,No,Yes,No
